date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_TX
12/22/2011,11147,Thursday,6,12,2011,NA,NA,NA,NA,0
12/23/2011,11147,Friday,7,12,2011,NA,NA,NA,NA,0
12/24/2011,11148,Saturday,1,12,2011,NA,NA,NA,NA,0
12/25/2011,11148,Sunday,2,12,2011,Christmas,National,NA,NA,0
12/26/2011,11148,Monday,3,12,2011,NA,NA,NA,NA,0
12/27/2011,11148,Tuesday,4,12,2011,NA,NA,NA,NA,0
12/28/2011,11148,Wednesday,5,12,2011,Chanukah End,Religious,NA,NA,0
12/29/2011,11148,Thursday,6,12,2011,NA,NA,NA,NA,0
12/30/2011,11148,Friday,7,12,2011,NA,NA,NA,NA,0
12/31/2011,11149,Saturday,1,12,2011,NA,NA,NA,NA,0
1/1/2012,11149,Sunday,2,1,2012,NewYear,National,NA,NA,1
1/2/2012,11149,Monday,3,1,2012,NA,NA,NA,NA,0
1/3/2012,11149,Tuesday,4,1,2012,NA,NA,NA,NA,1
1/4/2012,11149,Wednesday,5,1,2012,NA,NA,NA,NA,0
1/5/2012,11149,Thursday,6,1,2012,NA,NA,NA,NA,1
1/6/2012,11149,Friday,7,1,2012,NA,NA,NA,NA,1
1/7/2012,11150,Saturday,1,1,2012,OrthodoxChristmas,Religious,NA,NA,1
1/8/2012,11150,Sunday,2,1,2012,NA,NA,NA,NA,0
1/9/2012,11150,Monday,3,1,2012,NA,NA,NA,NA,1
1/10/2012,11150,Tuesday,4,1,2012,NA,NA,NA,NA,0
1/11/2012,11150,Wednesday,5,1,2012,NA,NA,NA,NA,1
1/12/2012,11150,Thursday,6,1,2012,NA,NA,NA,NA,1
1/13/2012,11150,Friday,7,1,2012,NA,NA,NA,NA,1
1/14/2012,11151,Saturday,1,1,2012,NA,NA,NA,NA,0
1/15/2012,11151,Sunday,2,1,2012,NA,NA,NA,NA,1
1/16/2012,11151,Monday,3,1,2012,MartinLutherKingDay,National,NA,NA,0
1/17/2012,11151,Tuesday,4,1,2012,NA,NA,NA,NA,0
1/18/2012,11151,Wednesday,5,1,2012,NA,NA,NA,NA,0
1/19/2012,11151,Thursday,6,1,2012,NA,NA,NA,NA,0
1/20/2012,11151,Friday,7,1,2012,NA,NA,NA,NA,0
1/21/2012,11152,Saturday,1,1,2012,NA,NA,NA,NA,0
1/22/2012,11152,Sunday,2,1,2012,NA,NA,NA,NA,0
1/23/2012,11152,Monday,3,1,2012,NA,NA,NA,NA,0
1/24/2012,11152,Tuesday,4,1,2012,NA,NA,NA,NA,0
1/25/2012,11152,Wednesday,5,1,2012,NA,NA,NA,NA,0
1/26/2012,11152,Thursday,6,1,2012,NA,NA,NA,NA,0
1/27/2012,11152,Friday,7,1,2012,NA,NA,NA,NA,0
1/28/2012,11201,Saturday,1,1,2012,NA,NA,NA,NA,0
1/29/2012,11201,Sunday,2,1,2012,NA,NA,NA,NA,0
1/30/2012,11201,Monday,3,1,2012,NA,NA,NA,NA,0
1/31/2012,11201,Tuesday,4,1,2012,NA,NA,NA,NA,0
2/1/2012,11201,Wednesday,5,2,2012,NA,NA,NA,NA,1
2/2/2012,11201,Thursday,6,2,2012,NA,NA,NA,NA,0
2/3/2012,11201,Friday,7,2,2012,NA,NA,NA,NA,1
2/4/2012,11202,Saturday,1,2,2012,NA,NA,NA,NA,0
2/5/2012,11202,Sunday,2,2,2012,SuperBowl,Sporting,NA,NA,1
2/6/2012,11202,Monday,3,2,2012,NA,NA,NA,NA,1
2/7/2012,11202,Tuesday,4,2,2012,NA,NA,NA,NA,1
2/8/2012,11202,Wednesday,5,2,2012,NA,NA,NA,NA,0
2/9/2012,11202,Thursday,6,2,2012,NA,NA,NA,NA,1
2/10/2012,11202,Friday,7,2,2012,NA,NA,NA,NA,0
2/11/2012,11203,Saturday,1,2,2012,NA,NA,NA,NA,1
2/12/2012,11203,Sunday,2,2,2012,NA,NA,NA,NA,1
2/13/2012,11203,Monday,3,2,2012,NA,NA,NA,NA,1
2/14/2012,11203,Tuesday,4,2,2012,ValentinesDay,Cultural,NA,NA,0
2/15/2012,11203,Wednesday,5,2,2012,NA,NA,NA,NA,1
2/16/2012,11203,Thursday,6,2,2012,NA,NA,NA,NA,0
2/17/2012,11203,Friday,7,2,2012,NA,NA,NA,NA,0
2/18/2012,11204,Saturday,1,2,2012,NA,NA,NA,NA,0
2/19/2012,11204,Sunday,2,2,2012,NA,NA,NA,NA,0
2/20/2012,11204,Monday,3,2,2012,PresidentsDay,National,NA,NA,0
2/21/2012,11204,Tuesday,4,2,2012,NA,NA,NA,NA,0
2/22/2012,11204,Wednesday,5,2,2012,LentStart,Religious,NA,NA,0
2/23/2012,11204,Thursday,6,2,2012,NA,NA,NA,NA,0
2/24/2012,11204,Friday,7,2,2012,NA,NA,NA,NA,0
2/25/2012,11205,Saturday,1,2,2012,NA,NA,NA,NA,0
2/26/2012,11205,Sunday,2,2,2012,NA,NA,NA,NA,0
2/27/2012,11205,Monday,3,2,2012,NA,NA,NA,NA,0
2/28/2012,11205,Tuesday,4,2,2012,NA,NA,NA,NA,0
2/29/2012,11205,Wednesday,5,2,2012,LentWeek2,Religious,NA,NA,0
3/1/2012,11205,Thursday,6,3,2012,NA,NA,NA,NA,1
3/2/2012,11205,Friday,7,3,2012,NA,NA,NA,NA,0
3/3/2012,11206,Saturday,1,3,2012,NA,NA,NA,NA,1
3/4/2012,11206,Sunday,2,3,2012,NA,NA,NA,NA,0
3/5/2012,11206,Monday,3,3,2012,NA,NA,NA,NA,1
3/6/2012,11206,Tuesday,4,3,2012,NA,NA,NA,NA,1
3/7/2012,11206,Wednesday,5,3,2012,NA,NA,NA,NA,1
3/8/2012,11206,Thursday,6,3,2012,Purim End,Religious,NA,NA,0
3/9/2012,11206,Friday,7,3,2012,NA,NA,NA,NA,1
3/10/2012,11207,Saturday,1,3,2012,NA,NA,NA,NA,0
3/11/2012,11207,Sunday,2,3,2012,NA,NA,NA,NA,1
3/12/2012,11207,Monday,3,3,2012,NA,NA,NA,NA,1
3/13/2012,11207,Tuesday,4,3,2012,NA,NA,NA,NA,1
3/14/2012,11207,Wednesday,5,3,2012,NA,NA,NA,NA,0
3/15/2012,11207,Thursday,6,3,2012,NA,NA,NA,NA,1
3/16/2012,11207,Friday,7,3,2012,NA,NA,NA,NA,0
3/17/2012,11208,Saturday,1,3,2012,StPatricksDay,Cultural,NA,NA,0
3/18/2012,11208,Sunday,2,3,2012,NA,NA,NA,NA,0
3/19/2012,11208,Monday,3,3,2012,NA,NA,NA,NA,0
3/20/2012,11208,Tuesday,4,3,2012,NA,NA,NA,NA,0
3/21/2012,11208,Wednesday,5,3,2012,NA,NA,NA,NA,0
3/22/2012,11208,Thursday,6,3,2012,NA,NA,NA,NA,0
3/23/2012,11208,Friday,7,3,2012,NA,NA,NA,NA,0
3/24/2012,11209,Saturday,1,3,2012,NA,NA,NA,NA,0
3/25/2012,11209,Sunday,2,3,2012,NA,NA,NA,NA,0
3/26/2012,11209,Monday,3,3,2012,NA,NA,NA,NA,0
3/27/2012,11209,Tuesday,4,3,2012,NA,NA,NA,NA,0
3/28/2012,11209,Wednesday,5,3,2012,NA,NA,NA,NA,0
3/29/2012,11209,Thursday,6,3,2012,NA,NA,NA,NA,0
3/30/2012,11209,Friday,7,3,2012,NA,NA,NA,NA,0
3/31/2012,11210,Saturday,1,3,2012,NA,NA,NA,NA,0
4/1/2012,11210,Sunday,2,4,2012,NA,NA,NA,NA,1
4/2/2012,11210,Monday,3,4,2012,NA,NA,NA,NA,0
4/3/2012,11210,Tuesday,4,4,2012,NA,NA,NA,NA,1
4/4/2012,11210,Wednesday,5,4,2012,NA,NA,NA,NA,0
4/5/2012,11210,Thursday,6,4,2012,NA,NA,NA,NA,1
4/6/2012,11210,Friday,7,4,2012,NA,NA,NA,NA,1
4/7/2012,11211,Saturday,1,4,2012,NA,NA,NA,NA,1
4/8/2012,11211,Sunday,2,4,2012,Easter,Cultural,NA,NA,0
4/9/2012,11211,Monday,3,4,2012,NA,NA,NA,NA,1
4/10/2012,11211,Tuesday,4,4,2012,NA,NA,NA,NA,0
4/11/2012,11211,Wednesday,5,4,2012,NA,NA,NA,NA,1
4/12/2012,11211,Thursday,6,4,2012,NA,NA,NA,NA,1
4/13/2012,11211,Friday,7,4,2012,NA,NA,NA,NA,1
4/14/2012,11212,Saturday,1,4,2012,Pesach End,Religious,NA,NA,0
4/15/2012,11212,Sunday,2,4,2012,OrthodoxEaster,Religious,NA,NA,1
4/16/2012,11212,Monday,3,4,2012,NA,NA,NA,NA,0
4/17/2012,11212,Tuesday,4,4,2012,NA,NA,NA,NA,0
4/18/2012,11212,Wednesday,5,4,2012,NA,NA,NA,NA,0
4/19/2012,11212,Thursday,6,4,2012,NA,NA,NA,NA,0
4/20/2012,11212,Friday,7,4,2012,NA,NA,NA,NA,0
4/21/2012,11213,Saturday,1,4,2012,NA,NA,NA,NA,0
4/22/2012,11213,Sunday,2,4,2012,NA,NA,NA,NA,0
4/23/2012,11213,Monday,3,4,2012,NA,NA,NA,NA,0
4/24/2012,11213,Tuesday,4,4,2012,NA,NA,NA,NA,0
4/25/2012,11213,Wednesday,5,4,2012,NA,NA,NA,NA,0
4/26/2012,11213,Thursday,6,4,2012,NA,NA,NA,NA,0
4/27/2012,11213,Friday,7,4,2012,NA,NA,NA,NA,0
4/28/2012,11214,Saturday,1,4,2012,NA,NA,NA,NA,0
4/29/2012,11214,Sunday,2,4,2012,NA,NA,NA,NA,0
4/30/2012,11214,Monday,3,4,2012,NA,NA,NA,NA,0
5/1/2012,11214,Tuesday,4,5,2012,NA,NA,NA,NA,1
5/2/2012,11214,Wednesday,5,5,2012,NA,NA,NA,NA,0
5/3/2012,11214,Thursday,6,5,2012,NA,NA,NA,NA,1
5/4/2012,11214,Friday,7,5,2012,NA,NA,NA,NA,0
5/5/2012,11215,Saturday,1,5,2012,Cinco De Mayo,Cultural,NA,NA,1
5/6/2012,11215,Sunday,2,5,2012,NA,NA,NA,NA,1
5/7/2012,11215,Monday,3,5,2012,NA,NA,NA,NA,1
5/8/2012,11215,Tuesday,4,5,2012,NA,NA,NA,NA,0
5/9/2012,11215,Wednesday,5,5,2012,NA,NA,NA,NA,1
5/10/2012,11215,Thursday,6,5,2012,NA,NA,NA,NA,0
5/11/2012,11215,Friday,7,5,2012,NA,NA,NA,NA,1
5/12/2012,11216,Saturday,1,5,2012,NA,NA,NA,NA,1
5/13/2012,11216,Sunday,2,5,2012,Mother's day,Cultural,NA,NA,1
5/14/2012,11216,Monday,3,5,2012,NA,NA,NA,NA,0
5/15/2012,11216,Tuesday,4,5,2012,NA,NA,NA,NA,1
5/16/2012,11216,Wednesday,5,5,2012,NA,NA,NA,NA,0
5/17/2012,11216,Thursday,6,5,2012,NA,NA,NA,NA,0
5/18/2012,11216,Friday,7,5,2012,NA,NA,NA,NA,0
5/19/2012,11217,Saturday,1,5,2012,NA,NA,NA,NA,0
5/20/2012,11217,Sunday,2,5,2012,NA,NA,NA,NA,0
5/21/2012,11217,Monday,3,5,2012,NA,NA,NA,NA,0
5/22/2012,11217,Tuesday,4,5,2012,NA,NA,NA,NA,0
5/23/2012,11217,Wednesday,5,5,2012,NA,NA,NA,NA,0
5/24/2012,11217,Thursday,6,5,2012,NA,NA,NA,NA,0
5/25/2012,11217,Friday,7,5,2012,NA,NA,NA,NA,0
5/26/2012,11218,Saturday,1,5,2012,NA,NA,NA,NA,0
5/27/2012,11218,Sunday,2,5,2012,NA,NA,NA,NA,0
5/28/2012,11218,Monday,3,5,2012,MemorialDay,National,NA,NA,0
5/29/2012,11218,Tuesday,4,5,2012,NA,NA,NA,NA,0
5/30/2012,11218,Wednesday,5,5,2012,NA,NA,NA,NA,0
5/31/2012,11218,Thursday,6,5,2012,NA,NA,NA,NA,0
6/1/2012,11218,Friday,7,6,2012,NA,NA,NA,NA,1
6/2/2012,11219,Saturday,1,6,2012,NA,NA,NA,NA,0
6/3/2012,11219,Sunday,2,6,2012,NA,NA,NA,NA,1
6/4/2012,11219,Monday,3,6,2012,NA,NA,NA,NA,0
6/5/2012,11219,Tuesday,4,6,2012,NA,NA,NA,NA,1
6/6/2012,11219,Wednesday,5,6,2012,NA,NA,NA,NA,1
6/7/2012,11219,Thursday,6,6,2012,NA,NA,NA,NA,1
6/8/2012,11219,Friday,7,6,2012,NA,NA,NA,NA,0
6/9/2012,11220,Saturday,1,6,2012,NA,NA,NA,NA,1
6/10/2012,11220,Sunday,2,6,2012,NA,NA,NA,NA,0
6/11/2012,11220,Monday,3,6,2012,NA,NA,NA,NA,1
6/12/2012,11220,Tuesday,4,6,2012,NBAFinalsStart,Sporting,NA,NA,1
6/13/2012,11220,Wednesday,5,6,2012,NA,NA,NA,NA,1
6/14/2012,11220,Thursday,6,6,2012,NA,NA,NA,NA,0
6/15/2012,11220,Friday,7,6,2012,NA,NA,NA,NA,1
6/16/2012,11221,Saturday,1,6,2012,NA,NA,NA,NA,0
6/17/2012,11221,Sunday,2,6,2012,Father's day,Cultural,NA,NA,0
6/18/2012,11221,Monday,3,6,2012,NA,NA,NA,NA,0
6/19/2012,11221,Tuesday,4,6,2012,NA,NA,NA,NA,0
6/20/2012,11221,Wednesday,5,6,2012,NA,NA,NA,NA,0
6/21/2012,11221,Thursday,6,6,2012,NBAFinalsEnd,Sporting,NA,NA,0
6/22/2012,11221,Friday,7,6,2012,NA,NA,NA,NA,0
6/23/2012,11222,Saturday,1,6,2012,NA,NA,NA,NA,0
6/24/2012,11222,Sunday,2,6,2012,NA,NA,NA,NA,0
6/25/2012,11222,Monday,3,6,2012,NA,NA,NA,NA,0
6/26/2012,11222,Tuesday,4,6,2012,NA,NA,NA,NA,0
6/27/2012,11222,Wednesday,5,6,2012,NA,NA,NA,NA,0
6/28/2012,11222,Thursday,6,6,2012,NA,NA,NA,NA,0
6/29/2012,11222,Friday,7,6,2012,NA,NA,NA,NA,0
6/30/2012,11223,Saturday,1,6,2012,NA,NA,NA,NA,0
7/1/2012,11223,Sunday,2,7,2012,NA,NA,NA,NA,1
7/2/2012,11223,Monday,3,7,2012,NA,NA,NA,NA,0
7/3/2012,11223,Tuesday,4,7,2012,NA,NA,NA,NA,1
7/4/2012,11223,Wednesday,5,7,2012,IndependenceDay,National,NA,NA,0
7/5/2012,11223,Thursday,6,7,2012,NA,NA,NA,NA,1
7/6/2012,11223,Friday,7,7,2012,NA,NA,NA,NA,1
7/7/2012,11224,Saturday,1,7,2012,NA,NA,NA,NA,1
7/8/2012,11224,Sunday,2,7,2012,NA,NA,NA,NA,0
7/9/2012,11224,Monday,3,7,2012,NA,NA,NA,NA,1
7/10/2012,11224,Tuesday,4,7,2012,NA,NA,NA,NA,0
7/11/2012,11224,Wednesday,5,7,2012,NA,NA,NA,NA,1
7/12/2012,11224,Thursday,6,7,2012,NA,NA,NA,NA,1
7/13/2012,11224,Friday,7,7,2012,NA,NA,NA,NA,1
7/14/2012,11225,Saturday,1,7,2012,NA,NA,NA,NA,0
7/15/2012,11225,Sunday,2,7,2012,NA,NA,NA,NA,1
7/16/2012,11225,Monday,3,7,2012,NA,NA,NA,NA,0
7/17/2012,11225,Tuesday,4,7,2012,NA,NA,NA,NA,0
7/18/2012,11225,Wednesday,5,7,2012,NA,NA,NA,NA,0
7/19/2012,11225,Thursday,6,7,2012,NA,NA,NA,NA,0
7/20/2012,11225,Friday,7,7,2012,Ramadan starts,Religious,NA,NA,0
7/21/2012,11226,Saturday,1,7,2012,NA,NA,NA,NA,0
7/22/2012,11226,Sunday,2,7,2012,NA,NA,NA,NA,0
7/23/2012,11226,Monday,3,7,2012,NA,NA,NA,NA,0
7/24/2012,11226,Tuesday,4,7,2012,NA,NA,NA,NA,0
7/25/2012,11226,Wednesday,5,7,2012,NA,NA,NA,NA,0
7/26/2012,11226,Thursday,6,7,2012,NA,NA,NA,NA,0
7/27/2012,11226,Friday,7,7,2012,NA,NA,NA,NA,0
7/28/2012,11227,Saturday,1,7,2012,NA,NA,NA,NA,0
7/29/2012,11227,Sunday,2,7,2012,NA,NA,NA,NA,0
7/30/2012,11227,Monday,3,7,2012,NA,NA,NA,NA,0
7/31/2012,11227,Tuesday,4,7,2012,NA,NA,NA,NA,0
8/1/2012,11227,Wednesday,5,8,2012,NA,NA,NA,NA,1
8/2/2012,11227,Thursday,6,8,2012,NA,NA,NA,NA,0
8/3/2012,11227,Friday,7,8,2012,NA,NA,NA,NA,1
8/4/2012,11228,Saturday,1,8,2012,NA,NA,NA,NA,0
8/5/2012,11228,Sunday,2,8,2012,NA,NA,NA,NA,1
8/6/2012,11228,Monday,3,8,2012,NA,NA,NA,NA,1
8/7/2012,11228,Tuesday,4,8,2012,NA,NA,NA,NA,1
8/8/2012,11228,Wednesday,5,8,2012,NA,NA,NA,NA,0
8/9/2012,11228,Thursday,6,8,2012,NA,NA,NA,NA,1
8/10/2012,11228,Friday,7,8,2012,NA,NA,NA,NA,0
8/11/2012,11229,Saturday,1,8,2012,NA,NA,NA,NA,1
8/12/2012,11229,Sunday,2,8,2012,NA,NA,NA,NA,1
8/13/2012,11229,Monday,3,8,2012,NA,NA,NA,NA,1
8/14/2012,11229,Tuesday,4,8,2012,NA,NA,NA,NA,0
8/15/2012,11229,Wednesday,5,8,2012,NA,NA,NA,NA,1
8/16/2012,11229,Thursday,6,8,2012,NA,NA,NA,NA,0
8/17/2012,11229,Friday,7,8,2012,NA,NA,NA,NA,0
8/18/2012,11230,Saturday,1,8,2012,NA,NA,NA,NA,0
8/19/2012,11230,Sunday,2,8,2012,Eid al-Fitr,Religious,NA,NA,0
8/20/2012,11230,Monday,3,8,2012,NA,NA,NA,NA,0
8/21/2012,11230,Tuesday,4,8,2012,NA,NA,NA,NA,0
8/22/2012,11230,Wednesday,5,8,2012,NA,NA,NA,NA,0
8/23/2012,11230,Thursday,6,8,2012,NA,NA,NA,NA,0
8/24/2012,11230,Friday,7,8,2012,NA,NA,NA,NA,0
8/25/2012,11231,Saturday,1,8,2012,NA,NA,NA,NA,0
8/26/2012,11231,Sunday,2,8,2012,NA,NA,NA,NA,0
8/27/2012,11231,Monday,3,8,2012,NA,NA,NA,NA,0
8/28/2012,11231,Tuesday,4,8,2012,NA,NA,NA,NA,0
8/29/2012,11231,Wednesday,5,8,2012,NA,NA,NA,NA,0
8/30/2012,11231,Thursday,6,8,2012,NA,NA,NA,NA,0
8/31/2012,11231,Friday,7,8,2012,NA,NA,NA,NA,0
9/1/2012,11232,Saturday,1,9,2012,NA,NA,NA,NA,1
9/2/2012,11232,Sunday,2,9,2012,NA,NA,NA,NA,0
9/3/2012,11232,Monday,3,9,2012,LaborDay,National,NA,NA,1
9/4/2012,11232,Tuesday,4,9,2012,NA,NA,NA,NA,0
9/5/2012,11232,Wednesday,5,9,2012,NA,NA,NA,NA,1
9/6/2012,11232,Thursday,6,9,2012,NA,NA,NA,NA,1
9/7/2012,11232,Friday,7,9,2012,NA,NA,NA,NA,1
9/8/2012,11233,Saturday,1,9,2012,NA,NA,NA,NA,0
9/9/2012,11233,Sunday,2,9,2012,NA,NA,NA,NA,1
9/10/2012,11233,Monday,3,9,2012,NA,NA,NA,NA,0
9/11/2012,11233,Tuesday,4,9,2012,NA,NA,NA,NA,1
9/12/2012,11233,Wednesday,5,9,2012,NA,NA,NA,NA,1
9/13/2012,11233,Thursday,6,9,2012,NA,NA,NA,NA,1
9/14/2012,11233,Friday,7,9,2012,NA,NA,NA,NA,0
9/15/2012,11234,Saturday,1,9,2012,NA,NA,NA,NA,1
9/16/2012,11234,Sunday,2,9,2012,NA,NA,NA,NA,0
9/17/2012,11234,Monday,3,9,2012,NA,NA,NA,NA,0
9/18/2012,11234,Tuesday,4,9,2012,NA,NA,NA,NA,0
9/19/2012,11234,Wednesday,5,9,2012,NA,NA,NA,NA,0
9/20/2012,11234,Thursday,6,9,2012,NA,NA,NA,NA,0
9/21/2012,11234,Friday,7,9,2012,NA,NA,NA,NA,0
9/22/2012,11235,Saturday,1,9,2012,NA,NA,NA,NA,0
9/23/2012,11235,Sunday,2,9,2012,NA,NA,NA,NA,0
9/24/2012,11235,Monday,3,9,2012,NA,NA,NA,NA,0
9/25/2012,11235,Tuesday,4,9,2012,NA,NA,NA,NA,0
9/26/2012,11235,Wednesday,5,9,2012,NA,NA,NA,NA,0
9/27/2012,11235,Thursday,6,9,2012,NA,NA,NA,NA,0
9/28/2012,11235,Friday,7,9,2012,NA,NA,NA,NA,0
9/29/2012,11236,Saturday,1,9,2012,NA,NA,NA,NA,0
9/30/2012,11236,Sunday,2,9,2012,NA,NA,NA,NA,0
10/1/2012,11236,Monday,3,10,2012,NA,NA,NA,NA,1
10/2/2012,11236,Tuesday,4,10,2012,NA,NA,NA,NA,0
10/3/2012,11236,Wednesday,5,10,2012,NA,NA,NA,NA,1
10/4/2012,11236,Thursday,6,10,2012,NA,NA,NA,NA,0
10/5/2012,11236,Friday,7,10,2012,NA,NA,NA,NA,1
10/6/2012,11237,Saturday,1,10,2012,NA,NA,NA,NA,1
10/7/2012,11237,Sunday,2,10,2012,NA,NA,NA,NA,1
10/8/2012,11237,Monday,3,10,2012,ColumbusDay,National,NA,NA,0
10/9/2012,11237,Tuesday,4,10,2012,NA,NA,NA,NA,1
10/10/2012,11237,Wednesday,5,10,2012,NA,NA,NA,NA,0
10/11/2012,11237,Thursday,6,10,2012,NA,NA,NA,NA,1
10/12/2012,11237,Friday,7,10,2012,NA,NA,NA,NA,1
10/13/2012,11238,Saturday,1,10,2012,NA,NA,NA,NA,1
10/14/2012,11238,Sunday,2,10,2012,NA,NA,NA,NA,0
10/15/2012,11238,Monday,3,10,2012,NA,NA,NA,NA,1
10/16/2012,11238,Tuesday,4,10,2012,NA,NA,NA,NA,0
10/17/2012,11238,Wednesday,5,10,2012,NA,NA,NA,NA,0
10/18/2012,11238,Thursday,6,10,2012,NA,NA,NA,NA,0
10/19/2012,11238,Friday,7,10,2012,NA,NA,NA,NA,0
10/20/2012,11239,Saturday,1,10,2012,NA,NA,NA,NA,0
10/21/2012,11239,Sunday,2,10,2012,NA,NA,NA,NA,0
10/22/2012,11239,Monday,3,10,2012,NA,NA,NA,NA,0
10/23/2012,11239,Tuesday,4,10,2012,NA,NA,NA,NA,0
10/24/2012,11239,Wednesday,5,10,2012,NA,NA,NA,NA,0
10/25/2012,11239,Thursday,6,10,2012,NA,NA,NA,NA,0
10/26/2012,11239,Friday,7,10,2012,EidAlAdha,Religious,NA,NA,0
10/27/2012,11240,Saturday,1,10,2012,NA,NA,NA,NA,0
10/28/2012,11240,Sunday,2,10,2012,NA,NA,NA,NA,0
10/29/2012,11240,Monday,3,10,2012,NA,NA,NA,NA,0
10/30/2012,11240,Tuesday,4,10,2012,NA,NA,NA,NA,0
10/31/2012,11240,Wednesday,5,10,2012,Halloween,Cultural,NA,NA,0
11/1/2012,11240,Thursday,6,11,2012,NA,NA,NA,NA,1
11/2/2012,11240,Friday,7,11,2012,NA,NA,NA,NA,0
11/3/2012,11241,Saturday,1,11,2012,NA,NA,NA,NA,1
11/4/2012,11241,Sunday,2,11,2012,NA,NA,NA,NA,0
11/5/2012,11241,Monday,3,11,2012,NA,NA,NA,NA,1
11/6/2012,11241,Tuesday,4,11,2012,NA,NA,NA,NA,1
11/7/2012,11241,Wednesday,5,11,2012,NA,NA,NA,NA,1
11/8/2012,11241,Thursday,6,11,2012,NA,NA,NA,NA,0
11/9/2012,11241,Friday,7,11,2012,NA,NA,NA,NA,1
11/10/2012,11242,Saturday,1,11,2012,NA,NA,NA,NA,0
11/11/2012,11242,Sunday,2,11,2012,VeteransDay,National,NA,NA,1
11/12/2012,11242,Monday,3,11,2012,NA,NA,NA,NA,1
11/13/2012,11242,Tuesday,4,11,2012,NA,NA,NA,NA,1
11/14/2012,11242,Wednesday,5,11,2012,NA,NA,NA,NA,0
